smiles,CDK2_9606,GSK3B_10090,GSK3A_9606,GSK3B_10116,GSK3B_9606,ABL1_10090,LCK_9606,ZAP70_9606,ABL1_9606,LCK_10090
CCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,,,,,0.0,,,,,
C#CCNC(=O)C1=CC=CC=C1NC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1,,,,,,,0.0,,,
CC1(C)SC(C2=NC3=CC=C(O)C=C3S2)=N[C@H]1C(=O)O,,,,,0.0,,,,,
CS(=O)(=O)CC1=CC=CC(NC2=NC=CC(OC3=CC=C4C(C(=O)NC5=CC=CC(F)=C5)=CC=CC4=C3)=N2)=C1,,,,,,,,,0.0,
COC1=CC2=C(C=C1CN(C)C1(C(N)=O)CN(C)C1)C(NC1=C(F)C(Cl)=CC=C1)=NC=N2,,,,,0.0,,0.0,,,
COC1CCN(C2=NC=CC(NC3=NC=C4N=CN(C(C)C)C4=C3)=N2)CC1,0.0,,,,,,,,,
CCN(CC)C1CCN(C(=O)C2=CN=C(NC3=NC=C4C=C5C(=O)NCC6(CCCCC6)N5C4=N3)C=C2)C1,1.0,,,,,,,,,
CC(C)C1=NNC2=C(NCC3=CC=C(C4=CC=CC=N4)C=C3)N=C(NCC(C)(C)O)N=C12,,,,,,,,,,
CCOCCNC1=C2C=NN(CC(Cl)C3=CC=CC=C3)C2=NC(SC)=N1,,,,,,,,,0.0,
NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)CCCCCCCCOC1=NC2=C(C=CC(C(=O)O)=C2)C2=C1C=CN=C2)C(=O)O,,,,,0.0,,0.0,,,
NC(=O)C1=C2NC3=CC=C(OCCN4CCOCC4)C=C3CCN2N=C1C1=CC=C(OC2=CC=CC=C2)C=C1,,,,,,,1.0,,,
CC(C)OCCCNC1=C(F)C(N)=C2C(=O)C(C(=O)O)=CN(C3CC3)C2=C1F,,,,,1.0,,,,,
O=C(/C=C/C1=CC=C(OCC2=CC=C(F)C=C2F)C=C1)CC(=O)/C=C/C1=CC=C(OCC2=CC=C(F)C=C2F)C=C1,,,,,0.0,,,,,
O=C(N1CCN(C2=NC=NC3=C2C(Cl)=NN3)CC1)C1(C2=CC=C(Cl)C(Cl)=C2)CCNCC1,,,,,0.0,,,,0.0,
C1=CN=C(CCC2=CC=NC=C2)C(C2=NN=C(NCC3=CC4=C(C=C3)OCO4)O2)=C1,,,,,,,,,,
CC1=CN2C(C3=CNN=C3)=CN=C2C(NC2=CC(C(F)(F)F)=C(C(=O)N3CCNCC3)C=C2)=N1,,,,,,,1.0,,,
CC1=C(C2=CC=C3C=C(NC(=O)C4C[C@@H]4F)N=CC3=C2)C=NC([C@@H](O)C(F)(F)F)=C1Cl,,,,,,,,,1.0,
COC1=CC=C(N2S/C(=N/CC3=CC=CN=C3)N=C2C2=CC=CC=C2)C=C1,,,,,0.0,,,,,
O=C(NCCO)C1=CC2=C(N=CN=C2NC2=CC=C(OC3=CC=CC4=C3C=CS4)C(Cl)=C2)NCC1,,,,,0.0,,0.0,0.0,,
CC1=C(C2=NC=C3C=C(NC(=O)C4CC4)N=CC3=C2)C=NC=C1,,,,,,,,,1.0,
CC1=NN2N=C(C3=CC=CC(C(F)(F)F)=C3)C(C3=CC=NC(NC4=CC=C(F)C(F)=C4)=N3)=C2C=C1,0.0,,,,0.0,,,,,
ClC1=CC=CC(CNC2=NC=NC3=C2C=NN3CC(Cl)C2=CC=C(Br)C=C2)=C1,,,,,,,,,1.0,
O=C(NC1=CC=CC(C2=C3NC=NC3=NC=N2)=C1)C1=C(F)N=CC=C1,,,,,,,,,0.0,
O=C1NC(=O)/C(=C/C2=CC3=CC=CC=C3N=C2Cl)S1,,,,,0.0,,,,,
FC1=CC=CC=C1C1=NC2=C(Cl)C=NN2C(NCC2=CC=CN=C2)=C1,1.0,,,,,,,,,
O=[N+]([O-])C1=CN=C(NC2CCC(O)CC2)N=C1NC12CC3CC(CC(O)(C3)C1)C2,,,1.0,,1.0,,,,,
N#CC1=CC(NC2=NC(N3CCC(F)(F)C3)=CC(C3CCN(C4COC4)CC3)=C2)=NC=C1,,,,,,,,,,
CC(C)N1N=C(C2=CC(O)=C(N)C=C2)C2=C(N)N=CN=C21,,,,,,,,,1.0,
CC1=CC=CC=C1N1CCN(CCCNC(=O)C2=NC(C3=CN=CC=C3)=NO2)CC1,,,,,1.0,,,,,
CCSC1=CN2C(C3=NC(NC4=CC=C(S(=O)(=O)NCCOC)C=C4)=NC=C3)=CN=C2C=C1,1.0,,,,,,,,,
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(=O)O)C1=CC(C(=O)O)=C2C=C(C3=CC=CC(C(F)(F)F)=C3)C=CC2=N1,0.0,,,,,,,,,
O=C(NC1=CC=CC(C(F)(F)F)=C1)NC1COC2C(NC3=NC=CC(C4=CC=CS4)=N3)COC12,,,,,0.0,,,,,
CN1C=C(C2=CC=C(F)C(C(F)(F)F)=C2)N=C1C1CCN(C2=NC=NC3=C2C=NN3)CC1,0.0,,0.0,,0.0,,0.0,,0.0,
CC1=CC(S(=O)(=O)N2CCN(C)CC2)=C(C)C=C1C1=CN=C(N)C(C(=O)NC2=CC=CN=C2)=N1,,,,,1.0,,,,,
CC1=CC(C2=CC(C(=O)N3CCC4=C(C3)NC3=CC=CC=C43)=CC=C2)=CC=C1,0.0,,,,,,,,,
N#CC1=C(C2=CC(C(=O)NC3=CC=C(OC(F)(F)Cl)C=C3)=CN=C2N2CCC(O)C2)C=C(F)C=N1,,,,,,,,,1.0,
CC(=O)N1CCC2=C(C=C(C=C3C(=O)NC4=CC=C([N+](=O)[O-])C=C34)N2)C1,,,,,,,0.0,,,
O=C(NC1=CC=C(N2CCNCC2)C=C1)C1=C(NC2=C3C=CSC3=NC(Cl)=N2)C=NN1,,,,,,,,,,
O=C(NC1=NC=C2C=C(OC3CCCCC3O)C=CC2=C1)C1CC1,,,,,,,,,1.0,
CC(=O)NC1=NC(C2=CC=C(Br)S2)=CS1,,,,,,,,,0.0,
O=C(C1=CC(NC2=NC=NC3=CC=CC=C23)=CC=C1)N1CCN(C2=NC=C(CC3=CC=CC=C3)C=N2)CC1,,,,,,,,,0.0,
NC1=C(N=CC2=CC(NC(=O)C3CC3)=NC=C2)C(C2=CC(F)=CC=C2)=CC=N1,,,,,1.0,,,,,
CC1=CN2C(C3=CNN=C3)=CN=C2C(NC2=CC(Cl)=C(C(=O)N3CCCNCC3)C=C2)=N1,,,,,,,1.0,,,
CCCC(=O)OC1=CC=C2NC(C(=O)C3=CC4=CC=CC=C4N3)=CC2=C1,,,,,,,,,,
CCN1C(C2=NON=C2N)=NC2=CN=CC(C(=O)N3CCNCC3)=C21,0.0,,0.0,,0.0,,0.0,0.0,0.0,
FC1=CC=C(C2=C(C3=CC=NC=C3)N=C3SCCN32)C=C1,0.0,,0.0,,0.0,,0.0,0.0,0.0,
CCOC(=O)N=S(C)(=O)C1=CC=C(NC2=NC=C(Br)C(N[C@@H](COC)[C@H](C)O)=N2)C=C1,1.0,,,,,,,,,
C1=NC=CC(C2=C3N=CC(C4=CC=C(OCCN5CCCCC5)C=C4)=CN3N=C2)=C1,,,,,,,1.0,,0.0,0.0
CN1CCN(C2=CC=C(C3=C4N=CC(C5=CC=C(NC(=O)OC6=CC=CC=C6)C=C5)=C(N)N4N=C3)C=C2)CC1,,,,,,,1.0,,,
CCN1C=NC2=C(NC3=CC=CC(Cl)=C3)N=C(N[C@@H]3CCCC[C@@H]3N)N=C21,,,,,,,0.0,,0.0,
CCOC1=CC=C(S(=O)(=O)N2CCCNCC2)C=C1C1=NN=C2C(=N1)C(C)=NN2C,,,,,,,,,0.0,
COC1=CC(OC)=C(N(C(=O)OC2=C(C)C=CC=C2C)C2=NC(NC3=CC(OC)=C(OCCN4CCN(C)CC4)C(OC)=C3)=NC=C2)C=C1,,,,,,,1.0,,,
CCN(CCO)C1=C(C2=CC(F)=CN=C2)C=C(C(=O)NC2=CC=C(OC(F)(F)F)C=C2)C=N1,,,,,,,,,1.0,
O=C1N(C2CCOCC2)N=C(C2=CC(NC3CCCCC3)=NC=C2)N1C1=CC2=CC=CC=C2C=C1,,,,,0.0,,0.0,,0.0,
OCCC(NC1=NC=NC2=C1C=C(C1=CC=CC=C1)N2)C1=CC=CC=C1,,,,,0.0,,0.0,,0.0,
C[C@H](C1=CC=CC=C1)N1C2=CC(N3C(=O)NC4=NC=CC=C43)=CC=C2C(=O)NC1(C)C,,,,,0.0,,,,,
CN(C)CCCN1C=C(C2=C(N3C=CC4=C3C=CC=N4)C(=O)NC2=O)C2=C1C=C(Br)C=C2,,,,,0.0,,,,,
O=C(C1=CC=CC=C1C1=CC=CC=C1F)N1CCC2=C(C1)NC1=CC=CC=C21,0.0,,,,,,,,,
OC1=C(O)C=C(C2=C3N=CC(C4=CC=C(OCCN5CCOCC5)C=C4)=CN3N=C2)C=C1,,,,,,,1.0,,,
CC1=C(C2=CC3=CN=C(NC(=O)C4(F)CC4)C=C3C=C2)C=C(F)C=C1,,,,,,,,,1.0,
COC1=CC=C(N2C=NC3=CC(C(=O)CBr)=CC=C32)C=C1,,,,,1.0,,,,,
CC(C)N1C=NN=C1C1=NC(NC(=O)C2CCCCO2)=CC=C1,0.0,,,,,,,,,
O=C1NC2=CC=C(I)C=C2/C1=C\C1=CC(Br)=C(O)C(Br)=C1,,,,,,,,,,
COC1=CC=CC(C2=C(N=NC3=CC=C(C(=O)O)C=C3)C(=O)NN2)=C1,,,,,1.0,,,,,
CC1=CC(F)=C(F)C=C1C1=CC2=CN=C(NC(=O)C3CC3)C=C2C=C1,,,,,,,,,1.0,
CC(=O)N1CCN(CC2=CN=C(NC3=NC=C4C=C(C(=O)N(C)C)N(C5CCCC5)C4=N3)C=C2)CC1,0.0,,,,,,,,,
CCNC(=O)C1=NC=C2C(NC3=C(C)C=CC=C3Cl)=NC3=C(C=CC(OC)=C3OC)N12,,,,,,,1.0,,,
CC1=CC=CC=C1OCC(=O)NC1=CC=C(OC2=CC3=C(C=C2)C(=O)NC3=O)C=C1,,,0.0,,,,,,,
O=C(NC1=NNC2=NC(C3=CC=CO3)=C(Br)C=C12)C1CC1,0.0,,1.0,,1.0,,0.0,0.0,0.0,
CN(CC1=C(Cl)C=CC=C1Cl)C1=CC=C(C2=C(C(N)=O)C(N)=C(C(=O)C3=C(F)C=CC=C3F)N2)C=C1,,,,,,,1.0,,,
CC1=CN=CC=C1C1=CC=C2C=C(NC(=O)C3CC3)N=CC2=C1,,,,,,,,,1.0,
C(=NNC1=C2C=NN(C3=CC=CC(NCC4CC4)=C3)C2=NC=N1)C1=CC=NC=C1,,,,,0.0,,,,,
CCOC1=C(C(=O)NC2=CC(F)=C(OC3=C(Cl)C(N)=NC=C3)C=C2)C(=O)N(C2=CC=C(F)C=C2)C=C1,,,,,0.0,,1.0,,0.0,
CSC1=CC=CC=C1NC1=NC(N2CC3(CNC3)C2)=NC2=C1N=CN=C2NCC1CC1,,,,,0.0,,,,0.0,
OC1=C(C2=NC3=CC=CC=C3C2=NOCCN2CCCC2)C2=CC=C(Br)C=C2N1,,,,,,,,,1.0,
COC1=CC=CC=C1C(=O)NC1=CC=CC(C2=NC=NC3=C2N=CN3)=C1,,,,,,,,,0.0,
C1=CC=C(N2S/C(=N/CC3=CC=CN=C3)N=C2C2=CC=CC3=CC=CC=C23)C=C1,,,,,1.0,,,,,
CCOC(=O)C(=O)C(N=NC1=CC=CC=C1)=C(O)C1=CC=C(Cl)C=C1,,,0.0,,0.0,,,,,
COC1=CC2=NC=C(C3=CC=NC=C3)C=C2C(OC)=C1OC,,,,,,,0.0,,,
CN1C=C(C2=CC3=C(C=CC(NC(=O)NC(C)(C)C)=N3)N=C2)C=N1,,,,,,,,,0.0,
OCC(NC1=C2C=C(C3=CC=C(O)C=C3)SC2=NC=N1)C1=CC=CC=C1,,,0.0,,0.0,,0.0,,0.0,
CCCC(=O)NC1=NNC2=CC(C3=CC=C(OCC4=CC=CC=C4)C=C3)=CC=C12,,,,,0.0,,,,,
CC1C2=C(C3=CC=C(O)C=C3)C(C3=CC=CC=C3C#N)=NN2CC1(C)C,,,,,,0.0,,,,
CCN1CCN(CCC2=CC=C(NC3=NC(C4=CN=CC(OC)=N4)=CC4=C3C(=O)NC=C4)C=C2)CC1,,,,,,,,1.0,,
NC(=O)C1=CC(F)=CC2=C1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,,,,,0.0,,0.0,0.0,0.0,
CC1=CC(Cl)=CC=C1C1=CC=C2C=C(NC(=O)C3CC3)N=CC2=C1,,,,,,,,,1.0,
CC(=O)C1=CC(NC2=NC(C3=C(C)N=C(NC(=O)OC(C)(C)C)S3)=CS2)=CC=C1,,,,,,,,,,
CC1=CN=C(C(=O)NC2=CC=CC(OC3=CC=C4C(/C=C/C5=CC=CC=C5)=NNC4=C3)=C2)S1,,,,,,,0.0,,,
COC1=CC(C2=NN(C3CCN(C4CCOCC4)CC3)C3=NC=NC(N)=C23)=CC=C1NC(=O)C1=CC=CC(O)=C1,,,,,,,0.0,,,
O=C(C=CC1=CC=C(C2=CC3=C(C=C2)N=CN=C3NC2=CC(Cl)=C(OCC3=CC(F)=CC=C3)C=C2)S1)NO,1.0,,,,,,,,0.0,
COC1=CC(NC2=C(C(N)=O)C3=NN=CN3C(NCCCN)=N2)=CC(OC)=C1,,,,,,,,0.0,,
NC(CNC(=O)C1=CC2=C(C=C1)C=NC=C2)CC1=CC=C(C(F)(F)F)C=C1,0.0,,,,,,,,,
FC1=CC=C(CN2C=NC3=C2N=CN=C3SC2=CC=C(F)C=C2)C=C1,,,,,0.0,,0.0,,,
NS(=O)(=O)C1=CC=CC(NC2=NC=CC(C3=CC(N4CC5CCC(C4)O5)=NC=C3)=N2)=C1,1.0,,,,,,,,,
CC1=CC(=O)N(NC2=C3C(C)=C(C)SC3=NC(C3=CC=CS3)=N2)C1=O,,,,,,,,,0.0,
N#CCC(=O)NC1=CC(C2=CC(Cl)=C(Cl)C=C2)=CS1,,,,,,,,,0.0,
CNC(=O)C1=NN(C)C2=C1C(C)(C)CC1=CN=C(NC3=CC=C(CN4CCN(C)CC4)C=C3)N=C12,1.0,,,,,,,,,
CNC1CCN(C2=NC=C(C(=O)NC3=CC=C(OC(F)(F)F)C=C3)C=C2C2=CN=CN=C2)C1,,,,,,,,,1.0,
COC1=CC(NC2=C(C(N)=O)C3=NC=CN3C(N[C@H]3CCCC[C@@H]3N)=N2)=CC(OC)=C1,,,,,,,,0.0,,
COC1=CC=C(C2=CC=C(/C=C3\SC(=S)NC3=O)O2)C([N+](=O)[O-])=C1,,,,,0.0,,,,,
O=C(C1=CC(NC(=O)C2CC2C2=CC=CC=C2)=CC=C1)C1=CC2=C(C=C1)C(C=CC1=CC=CC=N1)=NN2,,,,,,,0.0,,,
COC1=CC=C(CNC(=O)NC2=NC=CC(C3=C(F)N=CC=C3)=C2)C=C1,,,,,1.0,,,,,
CC1=C(C#CC2=CC3=C(C4=CC=CC=C4)NN=C3N=C2)C=C(C(=O)NC2=CC(C(F)(F)F)=C(CN3CCN(C)CC3)C=C2)C=C1,,,,,,,,,1.0,
CC(C)(C)C1=CC2=C(C=C1)NC1=C2CC(=O)N(CC2=CC=CC=C2)C2=CC=CC=C21,,,,,0.0,,,,,
COC1=C(OC)C2=C(C=C1)N1C(C)=NC=C1C(NC1=C(C)C=CC=C1Cl)=N2,,,,,,,1.0,,,
CC1=CC(/C=C2/C(=O)NN(C3=CC=CC=C3)C2=O)=C(C)N1C1=CC=CC(O)=C1,,,,,,,,0.0,,
CN1C=C(C2=C(C3=CN(C4CCN(CC5=CC=CC=N5)CC4)C4=CC=CC=C34)C(=O)NC2=O)C2=CC=CC=C21,0.0,,1.0,,1.0,,0.0,0.0,0.0,
OC1=CC=CC(C=CC2=CC(O)=C(O)C=C2)=C1,,,,,,,0.0,,,
COC1=CC=CC(COC2=CC(N)=NC3=C2C(C2=CC=NC=C2)=C(C2=CC=C(F)C=C2)N3)=C1,,,,,,,,,,
CC1=CC(C(=O)NN2C(CC3CCCCC3)=NC3=C(NN=C3C3=CC=C(Cl)C=C3)C2=O)=CC=C1,,,,,0.0,,,,,
NCCC(=O)NC1=NC2=C(C=C(C(=O)C3=CC=CC=C3)C=C2)N1,,,,,,,,,1.0,
CCOC1=CC=C(/C=C2/SC(=O)N(CCN)C2=O)C=C1,,,,,,,,,,
CC(C)[C@@H]1NC2=CC=CN=C2NC1=O,,,,,0.0,,,,,
CCN1CCC(CC(=O)NC2=NNC3=NC(C4=CC=CS4)=C(Br)C=C23)CC1,0.0,,1.0,,0.0,,0.0,0.0,0.0,
N#CC1=CC2=C(C=C1)N=C(NC1=CC=C(C3=CC=CC=C3)C=C1)N2,,,,,0.0,,,,,
O=C(NC1=NNC2=C1C=CC(C1=CC(F)=C(F)C=C1)=C2)C1CC1,0.0,,0.0,,,,,,,
COC1=C2OC(C=CC3=CC=C(Cl)C=C3)=C(CN3CCOCC3)C(=O)C2=C(OC)C2=C1OC=C2,,,,,0.0,,,,,
COC1=CC(Cl)=CC(C2=NN(C3=CC=CC(NC(=O)NC4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C3)C=C2C2=CC=NC=C2)=C1,,,,,,,,,0.0,
CCOC(=O)CCC1=C(C=C2C(=O)NC3=CC=C(NS(=O)(=O)C4=CC=CC=C4)C=C23)NC2=C1C(=O)CCC2,,,,,0.0,,0.0,,0.0,
COC1=CC=C(N(C(=O)OC2=C(C)C=CC=C2C)C2=CC=NC(NC3=CC=C(OCCCN(C)C)C=C3)=N2)C(OC)=C1,,,,,,,1.0,,,
CSC1=NC(N2CCOCC2)=C2C=NN(CC(Cl)C3=CC=C(F)C=C3)C2=N1,,,,,,,,,1.0,
NS(=O)(=O)C1=CC=C(N=CC2=C(O)NC3=C2C=CC(CO)=C3)C=C1,1.0,,,,,,,,,
CC1=CC(C2=C(O)C=CC=C2Cl)=CC2=C1N=C(NC1=CC=C(S(=O)(=O)NCCN3CCCC3)C=C1)N=N2,,,,,,,,,1.0,
NC1=NON=C1N1N=NC(C(=O)NN=CC2=CC=NC=C2)=C1CN1CCCCC1,,,,,1.0,,,,,
COC1=C(C(=O)O)C=CC(NC2=NC=C3CN=C(C4=C(OC)C=CC=C4F)C4=C(C=CC(Cl)=C4)C3=N2)=C1,,,,,,,1.0,,,
CC(=O)NCC(=O)N1CCC(NC2=NC=C(Cl)C(C3=CNC4=CC=CC=C34)=N2)CC1,1.0,,,,,,,,,
NC(CNC1=NC=C(C2=CC3=C(C=C2)NC(=O)C3)S1)CC1=CC=C(C(F)(F)F)C=C1,1.0,,,,,,,,,
COC(=O)C1=CC2=C(C=C1)N=C(NC1=C(C)C=CC=C1Cl)C1=CN=CN12,,,,,,,1.0,,,
CC(C)OC1=C(C(N)=O)C=CC(C2=CC(C3=CN(C4COC4)N=C3)=CN=C2)=C1,,,,,,,,,,
CN1C(N2CCNC(C3=CC=C(Cl)C=C3)C2)=NC(C2=CC=NC=N2)=CC1=O,,,,,1.0,,,,,
O=C1NN=C(C2=CNC(C3=CC=CC=C3)=C2C2=CC=CC=C2)C2=CN(C3=CC=C(Cl)C=C3)N=C12,,,,,,,0.0,,0.0,
O=C(NC1=C(C2=NC3=C(C=C(CN4CCOCC4)C=C3)N2)NN=C1)NC1=C(F)C=CC=C1F,1.0,,,,,,,,,
CCN(CCCOC1=CC2=C(C=C1)C(NC1=NNC(CC(=O)NC3=CC(F)=CC=C3)=C1)=NC=N2)CCOP(=O)(O)O,,,,,,,,,,
COC1=CC=C(NC2=NN=C(C3=CC=C(C(F)(F)F)C=C3)O2)C=C1,,,,,1.0,,,,,
CC1=C(C2=C3N=CC(Cl)=CN3N=C2)C=C(C(=O)NC2C(N)CCCC2(F)F)S1,1.0,,1.0,,1.0,,0.0,0.0,0.0,
CC1=C(C2=NC(C3=C(C)C=CN=C3)=C3C=C(NC(=O)C4CC4)N=CC3=C2)C=C(F)C=C1,,,,,,,,,1.0,
CCOC(=O)C1=C(C)NC(/C=C2\C(=O)NC3=CC=CC=C23)=C1C,,,,,,,,,,
CS(=O)(CC1=CC(NC2=NC=C(F)C(C3=CC=C(F)C=C3OCC3=CC=CC=C3)=N2)=CC=C1)=NC#N,0.0,,,,,,,,,
CC1=C(C=CN2C=NC3=C(NC4=CC=C(P(C)(C)=O)C=C4)N=C(N4CCCC4)N=C32)C(C)=CC=C1,,,,,,,,,1.0,
COC1=C(N)C=CC(C2=C3NC=NC3=NC(NC3=CC(NC(=O)N4CCCC4)=CC=C3)=N2)=C1,0.0,,,,,,,,,
CCCC(=O)NC1=NNC2=CC(C3=CC=C(C(F)(F)F)C=C3)=CC=C12,,,,,0.0,,,,,
NC1=C(F)C(NCCNC2=CC=CC=N2)=C(F)C2=C1C(=O)C(C(=O)O)=CN2C1CC1,,,,,1.0,,,,,
C(=C/C1=NC2=C(N3CCCC3)N=CN=C2N1)\C1=CC=CC=C1,,,1.0,,,,,,,
COC1=CC(OC)=CC(NC2=C(C(N)=O)C3=NC=CN3C(NCC3=CC=NC=C3)=N2)=C1,,,,,,,,1.0,,
COC1=CC=CC=C1NC1=CC2=C(C=N1)C=C(C1=CNN=C1)N2,,,,,0.0,,,,,
C[C@@H](CNC(=O)C1=CC=C(CN2CCN(C)CC2)C=C1)CC1=CC=C2C=C(NC(=O)C3CC3)N=CC2=C1,,,,,,,,,1.0,
CCC(=O)NC1=CC=C(C2=CNC3=NC=NC(N[C@H](C)C4=CC=CC=C4)=C23)C=C1,,,0.0,,0.0,,0.0,,0.0,
C1=CC=C(SC2=C3C=CN=C3N=CN2)C=C1,,,,,0.0,,,,,
CC1CN(CC2=CC=C(NC3=NC=C4C=C(C(=O)N(C)C)N(C5CCCC5)C4=N3)N=C2)CCN1,0.0,,,,,,,,,
N#CC1=CC(C2=NC3=C(C=C(Cl)C=C3)C(NC3=NNC(C4CC4)=C3)=N2)=CC=C1,,,,,0.0,,,,,
NC1=NC=NC2=C1C(C1=CC=C3C=CC=CC3=C1)=NN2CC1CCNCC1,,,,,,,,,0.0,
CCCCCC(=O)N(CC(=O)N(CC(=O)N(CCCC1=CC=CC=C1)CC(=O)N(CC(N)=O)CC(C)C)CC(C)C)CC1=CC=C(CP(=O)(O)O)C=C1,,,,,,,0.0,0.0,,
CCN1CCN(CC2=C(C(F)(F)F)C=C(NC(=O)CNC3=CC=C(C4=CN=C(NC(C)=O)C=C4)C=C3)C=C2)CC1,,,,,,,,,1.0,
C1=NC=CC(C2=CN(CCCN3CCOCC3)C3=C2C=CN=C3)=C1,,,,,0.0,,,,,
CC1=CC=CC(Cl)=C1NC(=O)C1=CN=C(NC2=CC=CC=N2)S1,,,,,,,1.0,,,
CN(C1=CC=CC(NC(=O)C2=CC=CC(C(F)(F)F)=C2)=C1)C1=CC=C2C(/C=C/C3=CC=C4OCOC4=C3)=NNC2=C1,,,,,,,0.0,,,
N=C(N)NC1=CC=C(CC2=CC=CC(NC(=N)NC3=CC=CC=C3)=C2)C=C1,,,,,0.0,,,,,
NS(=O)(=O)C1=CC=C(NC2=NNC(C3=CC(NC(=O)NC4=C(F)C=CC(C(F)(F)F)=C4)=CC=C3)=C2)C=C1,1.0,,,,,,,,,
COC1=CC=CC2=C1C(OC)=C([N+](=O)[O-])C1=C2C2=C(C=C1C(=O)O)OCO2,0.0,,,,,,,,,
C[C@H]1COC2=C3C(=C(N)C(F)=C2NCCCC2=CC=CC=N2)C(=O)C(C(=O)O)=CN31,0.0,,1.0,,1.0,,,,,
COC1=CC(C2=C(C3=CN(CCCN)C4=CC=CC=C34)C(=O)NC2=O)=CC(OC)=C1OC,,,,,1.0,,,,,
CC1=CC(C)=C(NC(=O)C2=C(C)N=C(NC(=O)C3=COC=C3)S2)C(C)=C1,,,,,,,0.0,,,
CC(C)=CCNC1=NC=NC2=C1N=CN2,0.0,,,,,,,,,
CC(C)N1N=C(C2=CC3=C(C=C2)NC=C3)C2=C(N)N=CN=C21,,,,,,,,,1.0,
CC1=C(C2=CC3=CN=C(NC(=O)CN(C)C)C=C3C=C2)C=C(F)C=C1,,,,,,,,,1.0,
O=[N+]([O-])C1=CC=C(CN2C=C(COC3=CC=CC4=CN=C(NC5=CC(Cl)=CC=C5)N=C34)N=N2)C=C1,,,,,,,,,,
O=C(NC1=CC=CC(C(F)(F)F)=C1)C1=NSC=C1NCC1=CC=CC=N1,0.0,,,,0.0,,,,,
COC1=C(NC2=NC=C(Cl)C(OC3=CC=CC(NC(=O)CCO)=C3)=N2)C=CC(N2CCN(C)CC2)=C1,,,,,,0.0,,,,
CCCCC(=O)NC1=NNC2=NN=C(C3=CC=CC=C3)C=C12,,,1.0,,,,,,,
CC(C)(C)OC(=O)N1CCC(N2N=CC3=C2N=C(C2=CC=C(N)C=C2)N=C3N2CCOCC2)CC1,0.0,,,,,,,,0.0,
CN1CCN(CC2=CC=C(NC(=O)C3=CC(C4=CC=C5OCOC5=C4)=CN=C3O)C=C2)CC1,,,,,,,,,0.0,
CCNC(=O)NC1=NC=CC2=NC(C3=CC=CC=C3)=CN=C12,,,,,,,,,0.0,
CS(=O)C1=CC=C(C2=COC3=C2C=C(C2=NNC(=S)O2)C=C3)C=C1,,,,,1.0,,,,,
CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(C)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C(C(N)=O)N1C,,,,,,,,,1.0,
C#CC1=CC(NC2=NC=NC3=CC4=C(C=C23)OCCOCCOCCO4)=CC=C1,,,,,,,,,,
CC(C)(O)C1CCN(CC2=NC3=C(C=C2)N=C(C2=C(F)C=CC4=C2C=CN4)N=C3N2CCOCC2)CC1,,,0.0,,0.0,,0.0,0.0,0.0,
C1=NC(OC2CCCCC2)=C2C=CNC2=N1,,,,,,,0.0,,,
CC1=C(C2=CC3=CN=C(N)C=C3C=C2)C=C(C(=O)NC2CCC2)C=N1,,,,,,,,,1.0,
CC1=C(C2=CC3=CN=C(NC(=O)C4CC4)C=C3C=C2)C=[N+]([O-])C=C1,,,,,,,,,1.0,
O=C(NC1=NC=C2C=C(N3CCNCC3)C=CC2=C1)C1CC1,,,,,,,,,1.0,
O=C1NC(O)=C(C=NCC2=CC=C(O)C=C2)C2=CC=CC=C12,0.0,,,,,,,,,
O=C1NC(=O)C(=CC2=CC(C(F)(F)F)=CC=C2)S1,0.0,,,,0.0,,0.0,,0.0,
CC1=CC=C(C(=O)NC2=CC(C(C)(C)C)=NN2C)C=C1/C=C/N1C=NC2=C(NC3CC3)N=CN=C21,,,,,,,,,0.0,
CC(=O)NC1=CC(OC2=CC3=C(C=C2)C(C=CC2=CC=CC=C2)=NN3)=CC=C1,,,,,,,0.0,,,
CC1=NN(C)C2=NN=C(NC3=CC=C(S(=O)(=O)NCCO)C=C3)N=C12,,,,,,,,,0.0,
CCCNC1=C2C=NN(CC(Cl)C3=CC=CC=C3)C2=NC(SCCN2CCOCC2)=N1,,,,,,,,,1.0,
COC1=CC(OC)=CC(NC2=C(C(N)=O)C3=NC=CN3C(NCC3=CC=C(CC(=O)O)C=C3)=N2)=C1,,,,,,,,1.0,,
C[C@@H]1OCCN(C2=NC(C3=CC=NC=C3F)=CC(=O)N2C)[C@H]1C,,,,,1.0,,,,,
CN1C(N2CCNC(C3=CC=CC(Br)=C3)C2)=NC(C2=CC=NC=N2)=CC1=O,,,,,1.0,,,,,
